,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU
30815,Madureira,1,0,0,55,700.0,200.0,0.0
30817,Copacabana,1,0,0,38,1150.0,780.0,0.0
30852,Centro,1,0,0,35,1000.0,500.0,24.0
30884,Copacabana,1,0,0,40,950.0,579.0,67.0
30920,Vila da Penha,1,0,0,64,700.0,200.0,0.0
30937,Riachuelo,1,1,0,55,1000.0,500.0,0.0
30942,Engenho Novo,1,1,0,54,1000.0,450.0,34.0
31011,Centro,1,0,0,34,800.0,330.0,18.0
31113,Centro,1,0,0,20,900.0,238.0,10.0
31206,Centro,1,0,0,42,1100.0,410.0,0.0
31389,Centro,1,0,0,27,1100.0,370.0,0.0
31481,Vila Isabel,1,1,0,40,1000.0,400.0,24.0
31546,Andaraí,1,1,0,60,1000.0,400.0,21.0
31622,Vila Isabel,1,0,0,50,1100.0,450.0,20.0
31681,Copacabana,1,0,0,27,1000.0,655.0,55.0
31717,Catete,1,0,0,45,1100.0,327.0,54.0
31865,Lins de Vasconcelos,1,0,0,35,500.0,360.0,15.0
31899,Centro,1,0,0,31,1000.0,400.0,20.0
31970,Estácio,1,1,1,32,1000.0,409.0,14.0
32074,Pechincha,1,1,1,40,850.0,442.0,15.0
32104,Ramos,1,1,0,47,750.0,470.0,0.0
32240,Centro,1,0,0,40,1000.0,300.0,20.0
32306,Vaz Lobo,1,1,0,39,600.0,175.0,0.0
32331,Pechincha,1,1,0,45,780.0,370.0,30.0
32372,Sampaio,1,0,0,36,650.0,293.0,14.0
32401,Pechincha,1,1,0,68,1150.0,554.0,13.0
32403,Cachambi,1,1,0,36,600.0,407.0,0.0
32408,Praça da Bandeira,1,0,0,40,900.0,435.0,0.0
32410,Flamengo,1,0,0,45,1100.0,514.0,67.0
32434,Cachambi,1,0,0,30,600.0,100.0,13.0
32580,Grajaú,1,1,0,56,1100.0,580.0,420.0
32596,Grajaú,1,0,1,37,1000.0,200.0,0.0
32617,Pechincha,1,0,1,69,900.0,640.0,126.0
32627,Glória,1,0,0,46,1100.0,453.0,32.0
32714,Botafogo,1,0,0,21,1000.0,282.0,25.0
32950,Tijuca,1,0,0,28,1000.0,360.0,25.0
